date,dish_name,restaurant_name,price,meal_type,description,image
18 September 2023 (Monday),Home Cooked Meal,Home-Cooked: Mutiara Ville,RM 5.60,(Lunch),"Xenon: Junn we're out of veges
                    Me: Wat do you want me to do, drive and buy it?
                    And that is how I went to Dpulze.
                
Ayamas Premium Mushroom Frank 235G - RM 6.90
San Remo No.5 Spaghetti 500G - RM 5.30
CG French Bean 250G x2 - RM 3.70 x2
YK Siew Pak Choy 250G - RM 2.80

                Parking space not found, had to do a few rounds.
                Though got belanja-ed a Chapai, so all's good.
                The rice they made today somehow has added garlic and ginger?","2023/September/2023, September, image 20.png"
18 September 2023 (Monday),Home Cooked Meal,Home-Cooked: Mutiara Ville,"""Prepaid""",(Dinner),"Refer 12 Sept, that's more or less the same ingredients.
                    Unagi is said to be fried in shallow oil, the bones are felt less.","2023/September/2023, September, image 21.png"
19 September 2023 (Tuesday),Nasi Campur,Dapo Sahang,RM 3.00,(Lunch),"None of my red chicken, very small pieces of black chicken, ended up having an egg.
                    This is the cheapest meal I ever had in dapo.

                    Self reminder to not go here after like 1:30pm.","2023/September/2023, September, image 22.png"
19 September 2023 (Tuesday),Home Cooked Meal,Home-Cooked: Mutiara Ville,RM 4.50,(Dinner),"Somehow somehow I gotta pay for this drink <small>Astaghfirullah haram</small> I thought would be belanja-ed.
                    Oh well.

                    Fishball, chicken meat, eggs, somehow lemongrass cuz housemate thought it was spring onion?","2023/September/2023, September, image 23.png"
20 September 2023 (Wednesday),Aroii Thai,Food delivery,RM 9.60,(Lunch),"Long beans are extras, honestly edible, now for the mains.

                    Chicken wing if my memory serves correctly should be better than pandan chicken.
                    Squid rings were alright.
                    Rice could be better but what can I complain?
                    
                    Oh hey, no spilt drinks, an improvement.","2023/September/2023, September, image 24.png"
20 September 2023 (Wednesday),Nasi Goreng Ayam,Dapo Sahang,RM 7.50,(Dinner),"It fell off. HARD.
                    Chicken was room temperature, and so was the rice.

                    My good sir, fried rice isn't supposed to look like ketupat rice/nasi impit.
                    This is why I sticked with kampung.","2023/September/2023, September, image 25.png"
21 September 2023 (Thursday),Nasi Campur,Dapo Sahang,RM 6.50,(Lunch),"Oh how I missed you.
                    Slightly more expensive today, I took like 3? sausage slices from the macaroni pile.
                    Your taste has never deteriorated, which is what I like.","2023/September/2023, September, image 26.png"
21 September 2023 (Thursday),2 pcs Aroma Chicken Nasi Combo,A & W,RM 18.90,(Dinner),"Kind of expensive, fast food moment.
                    Chicken was nice, rice is good. Would I eat again? Sure if it's cheaper.","2023/September/2023, September, image 27.png"
2 Oct 2023 (Monday),Nasi Campur,Dapo Sahang,RM 5.50,(Lunch),"Meal before exam.
<small>(Fun fact I only got to update this on 19 Oct so I forgot how much I paid.)</small>","2023/October/2023, October, image 1.png"
2 Oct 2023 (Monday),Stir Fried Holy Basil Minced Chicken With Steamed Rice,Thai Luck,RM 13.90,(Dinner),"Meal after exam.
                    Wouldn't say it's a ""celebratory meal"", but you can consider it as one.
                    
                    Honestly I'd be mamak-ing if it wasn't for some meetup, which was nice to meet new people irl.
<small>Asked for fully cooked yolk, it is not. Then turns out default yolk is way more runny. I guess they tried.</small>","2023/October/2023, October, image 2.png"
30 Oct 2023 (Monday),Nasi Campur,Dapo Sahang,RM 6.50,(Lunch),"Man why must the rice always be ketupat-styled flat ahh.
              Vege also kinda spicy.","2023/October/2023, October, image 3.png"
30 Oct 2023 (Monday),Nasi Goreng Kampung,Restoran Al Bidayah,RM 7.00,(Dinner),"Imagine getting clamped.

              At least I have my new roommate to accomany me with this.","2023/October/2023, October, image 4.png"
31 Oct 2023 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 11.00,(Lunch),"Compared with 22 June, wow price raised.
          Maybe because of the extra stuff in the curry they took, such as eggplant, lady fingers etc small stuff.","2023/October/2023, October, image 5.png"
31 Oct 2023 (Tuesday),Nasi Pak Di,McD Edusphere,RM 10.00,(Dinner),"Chicken is small ish compared to the usual big ones.
          But you can't complain about the price point though.

          Would I eat again given the chance? Maybe if I'm on a slight budget.
<small>HOLY SHIT CURRY WENT INTO MY EYES IT BURNTTTTT</small>","2023/October/2023, October, image 6.png"
1 Nov 2023 (Wednesday),Nasi Lemak Ayam Merah,Bungkus Kaw Kaw,RM 7.80,(Lunch),"Size wise its slightly smaller vs Shioks nasi lemak.
                    Worth? Ehh I guess, food prices in mall moment.","2023/November/2023, November, image 1.png"
1 Nov 2023 (Wednesday),Home Cooked Meal,Home-Cooked: Mutiara Ville,RM 6.25,(Dinner),"New thing.
                    
S&amp;B GOlden Curry Med Hot <!-- 15.9 @ donki but no claim? ty-->
Regular Vege
Luncheon Meat
Dao Pok (Some Yong Taufu/Bah Kut Teh thing)","2023/November/2023, November, image 2.png"
2 Nov 2023 (Thursday),Aroi Thai,Food delivery,RM 10.70,(Lunch),"Some say the chicken wing has a sort of sour taste which I can't taste?
                    
Chicken wing
Kangkung
Fried rice
Iced tea","2023/November/2023, November, image 3.png"
2 Nov 2023 (Thursday),"""叫菜吃饭""",Warung Hanna Crystalville,RM 12.00,(Dinner),"5 people from us, 4 from block D, 2 from Dpulze, and 1 from Arc.
                    12 people.

                    Screw the scam rain and the paint smell.
<small>I took like 2 pictures, both of them has Kens hand photobombing it reeee</small>","2023/November/2023, November, image 4.png"
3 Nov 2023 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM 9.00,(Lunch),Knew it was the extra curry vegetables hiking the price.,"2023/November/2023, November, image 5.png"
3 Nov 2023 (Friday),Yang Zhou Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Dinner),"Nothing much to say here, apart from its gonna be at least 13 more weeks of having dinner for this trimester.","2023/November/2023, November, image 6.png"
6 Nov 2023 (Monday),1pc Chickenjoy with Rice,Jollibee,RM 12.90,(Lunch),"Ayam Penyet? No space to seat. So we <!-- Nousagi Endy --> went to IoI City Mall.
                    Does it taste better in different branches?","2023/November/2023, November, image 7.png"
6 Nov 2023 (Monday),Maggi Goreng Telur,Instant Noodles,"""Free""",(Dinner),"In todays ""Junn attempts cooking"",:
                    Used 1 pack + 1 Cintan,
                    Added more oil to cook egg with boiled noodles,
                    And tried adding some extra soy sauce
                  
Ibuemie Mee Goreng
Cintan Noodles
Egg
Oil
Soy sauce?

                  It's still kind of dry, maybe I have to boil it longer.","2023/November/2023, November, image 8.png"
7 Nov 2023 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),"Oh, I can take advantage of the Chinese Club -RM1 even though I'm not one of them?
                    Thank you kind cashier.
<small>Dine in with free flow shit cha &gt;&gt; takeaway at home.</small>","2023/November/2023, November, image 9.png"
7 Nov 2023 (Tuesday),Nasi Goreng Kampung,Famous Bistro Cafe,RM 6.50,(Dinner),"Good, good. Cheaper than Al-Bidayah.","2023/November/2023, November, image 10.png"
8 Nov 2023 (Wednesday),Nasi Campur,Dapo Sahang,RM 6.00,(Lunch),I didn't have you for the entire month wow.,"2023/November/2023, November, image 11.png"
8 Nov 2023 (Wednesday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM 10.90,(Dinner),"Playing safe, didn't wanna add rice.
<small>干我也被传染了是吗</small>","2023/November/2023, November, image 12.png"
9 Nov 2023 (Thursday),Yang Zhou Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Lunch),"So I DID get sick, didn't finish it, probably 33% - 50% done.
<small>Proceeds to skip dinner due to sleeping</small>","2023/November/2023, November, image 13.png"
10 Nov 2023 (Friday),Maggi cup,Instant Noodles,"""Free""",(Lunch),"Daze~
                    Apparently not eating for over 18(?) hours does ""wonders"" to me.","2023/November/2023, November, image 14.png"
20 Nov 2023 (Monday),Nasi Campur,Dapo Sahang,RM 6.00,(Lunch),Maybe I shouldn't had took the kangkung.,"2023/November/2023, November, image 15.png"
20 Nov 2023 (Monday),Nasi Lemak McD,McD Edusphere,RM 10.95,(Dinner),"Oh boy I got a story for this one.
                  
                    Quite some people in our 5 boi car ordered nasi lemak
                    Cheese took my order (somehow went there 1st I didn't know) (ori x1 &amp; medium coke no ice)
                    Then I got his order (spicy x2 &amp; large coke)
                    
                    Once I went to him &amp; figured out stuff with the others
                    In a tldr sense
                    Gave him back x1 spicy, I asked if he ate the ori so I can give back, didn't, didn't, had to semi suffer spicy but surprisingly isn't that spicy
                    Also in a sense 请ed me the large one.
<small>The boycott is actually working?</small>","2023/November/2023, November, image 16.png"
21 Nov 2023 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 9.00,(Lunch),Decided to change vegetables.,"2023/November/2023, November, image 17.png"
21 Nov 2023 (Tuesday),Nasi Goreng Ayam,Warung Hanna Crystalville,RM 9.00,(Dinner),"I didn't expect tambah nasi is 2 round balls of rice.
                    Anyways, still managed to finish it.
<small>Hung out with the bois, as usual, may be transparentish.</small>","2023/November/2023, November, image 18.png"
22 Nov 2023 (Wednesday),Nasi Campur,Dapo Sahang,RM 8.00,(Lunch),"Buttermilk chicken costs RM 5 per pack, the meat is plentiful.
                    Tastes just like how I remembered it during Puasa days.
<small>Had to take away some chicken and finish it back home.</small>","2023/November/2023, November, image 19.png"
22 Nov 2023 (Wednesday),Various Personal Pizzas,Domino's Prima Avenue,RM 7.55,(Dinner),"Pizza party!
                    I probably ate like 4.5 slices idk.","2023/November/2023, November, image 20.png"
23 Nov 2023 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM 9.00,(Lunch),"Another vegetable.
                    At the rate I'm going here, maybe joining the chinese club isn't a bad investment.
<small>Accidentally took a bite before remembering I have to take a pic, oops.</small>","2023/November/2023, November, image 21.png"
23 Nov 2023 (Thursday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Dinner),"I asked them how spicy it was, they said ""we are spice eaters, so you can't use us as gauge.""
                    It wasn't spicy, more of hot than spicy imo
<small>The sambal belacan thing wasn't my taste</small>","2023/November/2023, November, image 22.png"
24 Nov 2023 (Friday),Gardenia Quick Bites Vanilla,No restaurant name,"""Free""",No meal type,Ty Zen for the breb.,"2023/November/2023, November, image 23.png"
24 Nov 2023 (Friday),Nasi Campur,Dapo Sahang,RM 8.00,(Lunch),"SINCE WHEN ARE YOU 8 NOWWWWW

                    What if, I big brain and order rice and vegetable from HTC, then take the chicken from Dapo?
                    The rice is way more consistent there.","2023/November/2023, November, image 24.png"
24 Nov 2023 (Friday),Salted Egg Pork Rice,Hinz Kitchen,RM 11.50,(Dinner),"Ordered this so I would hit near 20 spending.
                    They took quite a while to cook this though, maybe I can try Kam Heong next?","2023/November/2023, November, image 25.png"
27 Nov 2023 (Monday),Mihun Goreng,SRC,Free!,No meal type,Free food? Sign me up!,"2023/November/2023, November, image 26.png"
27 Nov 2023 (Monday),Mihun Goreng,SRC,Free!,No meal type,"I took another one as soon as class ended early.
                    This box is wetter compared to the earlier one.","2023/November/2023, November, image 27.png"
27 Nov 2023 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"So Nam Yu fried pork is cheaper than the Fried Chicken.
                    BITING IS A CHORE WITH THIS PORKKKK

                    Thank you for allowing me to have the discount since I'm with the bois.","2023/November/2023, November, image 28.png"
27 Nov 2023 (Monday),Nasi Lemak Ayam,Famous Bistro Cafe,RM 8.50,(Dinner),"""You can request for the chicken part you want next time"" - Ryan","2023/November/2023, November, image 29.png"
28 Nov 2023 (Tuesday),Nasi Lemak,SRC,Free!,No meal type,"""it is just kinda spicy FOR a nasi lemak"" - Trekker
                    I should've rationed the Sambal more with the rice.","2023/November/2023, November, image 30.png"
28 Nov 2023 (Tuesday),Nasi Lemak,SRC,Free!,No meal type,"Guess I never learned.
                    Almost forgot to took a pic, which explains the yolk that came out.","2023/November/2023, November, image 31.png"
28 Nov 2023 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),"In todays taste test:
                    
Sweet sour chicken

                    Overall good.","2023/November/2023, November, image 32.png"
28 Nov 2023 (Tuesday),Nasi Goreng Kampung Tambah Nasi,Warung Hanna Crystalville,RM 8.00,(Dinner),"I was going to go out with the MMU bois, but Odin leashed told me we have the roleplay to do.
                    And in a funni twist, housemates decided to go there with my car.
                    Real.
<small>How do I drive better at night?</small>","2023/November/2023, November, image 33.png"
29 Nov 2023 (Wednesday),Nasi Goreng,SRC,Free!,No meal type,"It is yellow.
                    Bit into a chili, it was spicy.","2023/November/2023, November, image 34.png"
29 Nov 2023 (Wednesday),Nasi Goreng,SRC,Free!,No meal type,"It is white, also the final one.","2023/November/2023, November, image 35.png"
29 Nov 2023 (Wednesday),Nasi Kandar,Restoran Al Bidayah,RM 9.50,(Lunch),Slightly more expensive compared to my higher end HTC meals.,"2023/November/2023, November, image 36.png"
29 Nov 2023 (Wednesday),Braised Minced Pork Rice,Diem Canteen,RM 10.50,(Dinner),"It seems like I didn't need to ration my egg &amp; meat much
                    A good eat, albeit slightly on the pricier side for the overall menu.
<small>I hit my RM 20 a day budget! (Not a strict budget, just a guideline)</small>
<small>They also listened to my ""Egg Fully Cooked"" request, yay!</small>","2023/November/2023, November, image 37.png"
30 Nov 2023 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),"In todays taste test:
                    
Nestum Oat Fried Chicken (麦片鸡, ryan)

                    It has a hint of buttermilk taste?
                    Decent.

                    Fun fact, I had mixed rice for 7 days in this month.","2023/November/2023, November, image 38.png"
30 Nov 2023 (Thursday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Dinner),"I am a changed man, from Yang Zhou, to a Sambal enjoyer.
<small>That is alot of flying ants.</small>","2023/November/2023, November, image 39.png"
03 Dec 2023 (Sunday),Single Set + Chicken 65,Bananabro,RM 25.00,(Lunch),"I never had banana leaf since forever, refill goes stonks.
          If only I didn't order the Chicken 65, maybe I could refill more, and get more of my moneys worth.
<small>I should bring a bigger bottle for subsequent hangouts.</small>

          Etc. expenses for the day:
          
MRT Day pass - RM 5.00","2023/December/2023, December, image 1.png"
03 Dec 2023 (Sunday),Char Kuey Teow Big,Restoran D.U. Cafe (新百乐茶餐室),RM 11.00,(Dinner),"Huh, never thought it'd be THAT expensive, since the ones I usually order costs like 9.
          Granted, the pork lard was ample, chinese sausages were there, and there was at least 3 small prawns.
<small>Wait, where's the cockles.</small>","2023/December/2023, December, image 2.png"
06 Dec 2023 (Wednesday),Nugget??,Instant Noodles,Free?,No meal type,"AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
          
          Cooking is hard, first off, slightly messed up the rice but managed to save it,
          then OIL EXPLODED EVERYWHERE for the nuggies.

          ""how is it raw and overcooked at the same time""
          - vollerei.1810, 12:26pm","2023/December/2023, December, image 3.png"
06 Dec 2023 (Wednesday),Ayam Goreng?,Restoran Al Bidayah,RM 7.50,No meal type,"I decided the meal was messed up beyond repair, so I went down to have some better food.
      
Chicken - RM 5.50
Goat curry - RM 2.00

      I was thinking why does he not stop adding the curry into the bag. This was why.
      I only finished like 20%? 25%? Of the curry.

      Fridge it is.
<small>I could've saved myself the trouble of cooking and just went to eat outside, saving me the PTSD.</small>","2023/December/2023, December, image 4.png"
06 Dec 2023 (Wednesday),Nasi Goreng Kampung,Famous Bistro Cafe,RM 8.00,(Dinner),"Wait, it was RM 6.50 a month ago.
          Curse you inflation!!","2023/December/2023, December, image 5.png"
07 Dec 2023 (Thursday),Butter Chicken,Glaze Eatery,RM 14.00,(Lunch),"aaaaa M40 meal.
          Self reminder to not go to makan when there is under an hour to class.","2023/December/2023, December, image 6.png"
07 Dec 2023 (Thursday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Dinner),Is the spice still good? Not sure.,"2023/December/2023, December, image 7.png"
08 Dec 2023 (Friday),Nasi Lemak McD,McD Edusphere,RM 12.95,(Lunch),"Oh wtf it raised by RM 2, AND I DIDNT EVEN ORDER A DRINK??

          nasi lemak mcdick? bro wtf, scam, at this point
          - vollerei.1810, 12:26pm","2023/December/2023, December, image 8.png"
08 Dec 2023 (Friday),Boneless Chicken Fried Rice,Hinz Kitchen,RM 10.50,(Dinner),"The meat is slightly on the drier? side.
          The fried rice is perfectly fine though, apart from oil.","2023/December/2023, December, image 9.png"
12 Dec 2023 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 6.50,(Lunch),"That's odd, you're not supposed to be this cheap.","2023/December/2023, December, image 10.png"
12 Dec 2023 (Tuesday),Spicy Crispy Chicken Burger Deal,McD Edusphere,RM 11.95,(Dinner),"Original price was said to be RM 14.20, so I guess.
          Final meal before calculus test 1.
<small>WHO MADE THE TEST PAPER NOT LIKE THE FINAL EXAMS/TUTORIALS????</small>","2023/December/2023, December, image 11.png"
13 Dec 2023 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM 6.40,(Lunch),"How are you even cheaper than yesterday??
      
Supposedly Buttermilk chicken

      Except hella white.

      3 chicken pieces, 1 that's mid wing. That is enough pieces.
      You can scoop an entire spoonful of vege.","2023/December/2023, December, image 12.png"
13 Dec 2023 (Wednesday),Nasi Goreng Biasa Tambah Nasi,Famous Bistro Cafe,RM 7.00,(Dinner),"Quite filling, just a few minor complaints.
          
HOTTTTTTTT (temperature, not spice)
No meat at all?","2023/December/2023, December, image 13.png"
14 Dec 2023 (Thursday),Grand Opening Food,Chennai Spice Express,Free!,No meal type,"Congratulations for your opening!!
      
Biryani Rice
Mutton Curry
Chicken (Tandoori?)
Sirap (pink?)","2023/December/2023, December, image 14.png"
14 Dec 2023 (Thursday),Grand Opening Food,Chennai Spice Express,Free!,No meal type,"I was not full.
          I was thinking of a 3rd plate as well, but decided not to.
<small>Does biryani not fill me up? Or is it the portion of the rice?</small>","2023/December/2023, December, image 15.png"
14 Dec 2023 (Thursday),"Roasted Pork Fried Rice, Upsized",Hinz Kitchen,RM 13.50,(Dinner),"Okay maybe that is too much rice.
          Had to takeaway like 2 pieces of roasted pork, forgot to refill bottle as well.
<small>WHY IS CODING ON PAPER A THING???</small>","2023/December/2023, December, image 16.png"
24 Dec 2023 (Sunday),Chicken Katsu Bento,Isetan KLCC,RM 15.70,(Lunch),"This food is cold, should've asked to microwave it.
          Anyways, its good enough, but it could be better.

          Etc. expenses for the day:
          
MRT Day pass - RM 5.00","2023/December/2023, December, image 17.png"
24 Dec 2023 (Sunday),Chicken Katsu Don L,Sukiya,RM 19.60,(Dinner),"Egg is cold? Everything else was decently warm though.
          
Chicken Katsu Don L (Original Sauce) - RM 16.10
Hot Green Tea - RM 3.50","2023/December/2023, December, image 18.png"
02 Jan 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 9.00,(Lunch),"The meat is nice, 1.5 scoops is a little more than enough.
          Not to mention, its back to its ""normal"" price range.
<small>NOWAY LAW ENFORCEMENT DID THEIR JOB</small>","2024/January/2024, January, image 1.png"
02 Jan 2024 (Tuesday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Dinner),"I'm the eggless one out of the other 3.
          Is adding an egg really worth the... 1.70?","2024/January/2024, January, image 2.png"
03 Jan 2024 (Wednesday),Nasi Goreng Kampung,Abang Izz,RM 7.00,(Lunch),"This is a new store I see in starbees, looking it up a little it shows that it has operated since Nov 23.
          Taste test: it's spicy, to the borderline where it defines good and too much spice.
          Please prepare water.
          Chicken and anchovies are found in ample amounts however, so it could be considered worth.","2024/January/2024, January, image 3.png"
03 Jan 2024 (Wednesday),Prosperity Chicken Set,McD Edusphere,RM 16.98,(Dinner),"Is it overhyped? I mean it's good.
          Drive-thru was an experience.","2024/January/2024, January, image 4.png"
04 Jan 2024 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),"1 scoop + a little more for the meat + vege.
          The vege is a little harder to bite into.
<small>I wonder when do the law enforcements start giving fines.</small>","2024/January/2024, January, image 5.png"
04 Jan 2024 (Thursday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Dinner),"I should probably tone down on the orders of fried rice I'm having this week.
          Before heatiness gets to me.","2024/January/2024, January, image 6.png"
05 Jan 2024 (Friday),Cheesy Chicken Set,Burger King,RM 9.90,(Lunch),"Oh hey, vouchers for future use.
<small>Can I ask for more sauce? 1 packet of ketchup isn't enough.</small>","2024/January/2024, January, image 7.png"
05 Jan 2024 (Friday),Home Cooked Meal,Home-Cooked: Mutiara Ville,RM 5.73,(Dinner),Credits to Edmund for the meat.,"2024/January/2024, January, image 8.png"
08 Jan 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),How does it look like nasi goreng? Apart from the coloured rice.,"2024/January/2024, January, image 9.png"
08 Jan 2024 (Monday),Double Cheeseburger Set,McD Edusphere,RM 11.95,(Dinner),"This burger is customisable, extra ketchup, pickles, onions and no mustard for no additional price.
          Ori price said to be 14.50, thanks to app.","2024/January/2024, January, image 10.png"
09 Jan 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),"Well, the Namyu Fried Pork still tastes... the same as last time.
          A little hard to chew.

          How much vege can I take until he charges me for double?","2024/January/2024, January, image 11.png"
09 Jan 2024 (Tuesday),Fillet o' Fish Set,McD Edusphere,RM 10.95,(Dinner),Wow rain happened.,"2024/January/2024, January, image 12.png"
10 Jan 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),"So this is the Thai Sauce Dory Fish, not spicy at all.
          Wonder what will they do with 2 scoops of vege, or would it be too noticable.","2024/January/2024, January, image 13.png"
10 Jan 2024 (Wednesday),BK Chick'N Crisp + Cheesy Fries,Burger King,RM 9.70,(Dinner),"97.
          Actual set name is The More The Merrier, 2 BK Chick'N Crisp + 2 BK Fish'N Chisp + 2 Cheesy Fries + 2 Cokes.","2024/January/2024, January, image 14.png"
11 Jan 2024 (Thursday),Aroii Thai,Food delivery,RM 10.86,(Lunch),"Oh streak of mixed rice broken, how long have I not have you.
          Today's also the first time I met with Pad Thai.","2024/January/2024, January, image 15.png"
11 Jan 2024 (Thursday),Big Sharwarma,No restaurant name,RM 9.00,(Dinner),"Remind myself to not leave the bottom side unprotected.

          Rice is more filling.","2024/January/2024, January, image 16.png"
12 Jan 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),"1 big scoop 1 half scoop for vegetables.
          Chicken has some add ons, could be considered 2 medium scoops.
          Beware of chili for this one, as it's spicy.
<small>I forgot the price for this as I wrote it at 16 Jan but I'd assume its the regular pricing for this.</small>","2024/January/2024, January, image 17.png"
12 Jan 2024 (Friday),Thai Style Creamy Butter Pork Rice (Add Rice),Hinz Kitchen,RM 12.90,(Dinner),"Okay, maybe adding rice is a slight mistake, but I managed to finish it in time, just not as fast as my mates.

          Price breakdown being 10.9 + 2.","2024/January/2024, January, image 18.png"
15 Jan 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),I won't recommend this presumed marmite chicken.,"2024/January/2024, January, image 19.png"
15 Jan 2024 (Monday),Nasi Goreng Thai,Famous Bistro Cafe,RM 10.50,(Dinner),"So this is Thai Fried Rice.
          Kinda special for them to include Tumeric Chicken? Not sure, never had it before apart from knowing the pineapple version existed.
<small>Naan chicken is bomb, don't order for the sake of preventing heatiness(?)</small>","2024/January/2024, January, image 20.png"
16 Jan 2024 (Tuesday),Nasi Lemak McD,McD Edusphere,RM 12.95,(Lunch),"Approximately a little over 1 month later, they have a deal that has a drink.

          Apparently, they also play Cantonese songs now.","2024/January/2024, January, image 21.png"
16 Jan 2024 (Tuesday),Hut Celebration 1,Pizza Hut,RM 17.00,(Dinner),"The last pizza party 2 months ago is cheaper by at least half.
          I also only had 3 slices, not a full bowl of soup, like 1-2 garlic bread slices and maybe just 1 Huts Poppers Chicken Bites.
          That ain't worth it at all.

<small>When will I be able to touch you again my good ol' Instant Noodles?</small>
<small>Image credit to XenonForce</small>","2024/January/2024, January, image 22.png"
17 Jan 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM 9.00,(Lunch),"I see the cashier key in 4 + 5, probably pork prices being 5.","2024/January/2024, January, image 23.png"
17 Jan 2024 (Wednesday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Dinner),"Koyori &amp; Benon cookin noodles, I could've cooked as well, but the remaining 2 wanted to be out as they dont have noodles.
          My fuel is dying soon, let's hope I can last the week.","2024/January/2024, January, image 24.png"
18 Jan 2024 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM 10.00,(Lunch),"Foriegn worker, but this is one of the highest prices I've eaten with you, it isn't even pork?","2024/January/2024, January, image 25.png"
18 Jan 2024 (Thursday),Wheat Butter Pork Rice,Hinz Kitchen,RM 10.90,(Dinner),"I should order something more unique next time to prevent <i>some people</i> from mistakening my food.
          In my defense idk what my food looked like, but how do YOU DO NOT KNOW what YOUR food looked like as well?

          Back to the food, eh the regular sauced ones are better.","2024/January/2024, January, image 26.png"
19 Jan 2024 (Friday),Whopper Jr.,Burger King,RM 12.13,(Lunch),"Share? Oh no, I paid for it, so I'm just taking what's mine, as like the Chinese Beaver meme.
      
JP19, Burger + Coke Zero - RM 9.30 ea
JP08, Cheesy Fries - RM 2.833... ea","2024/January/2024, January, image 27.png"
19 Jan 2024 (Friday),Char Koay Teow Big,Restoran Wai Wai,RM 10.00,(Dinner),"So this is another route to Puchong, never knew.
          It had a long wait, but probably as its nice.
          5 prawns, quite an amount of cockles.

          Was mentioned to be the best Koyoriboi ate in KL (but we're in Selangor) so far, comparable to Melaka even.","2024/January/2024, January, image 28.png"
22 Jan 2024 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),"Fish = good.
<small>I forgot the price for this as I wrote it at 23 Jan but I'd assume its the regular pricing for this.</small>","2024/January/2024, January, image 29.png"
22 Jan 2024 (Monday),Maggi Goreng x2,Instant Noodles,"""Free""",(Dinner),"I should add 2 eggs next time, I can't really feel the existence of it.","2024/January/2024, January, image 30.png"
23 Jan 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 10.00,(Lunch),"""Oh, pork? RM10."" O k a y.
<small>Fancy meeting you again.</small>","2024/January/2024, January, image 31.png"
23 Jan 2024 (Tuesday),Sambal Fried Rice,Fu Jee Ulu Yam Loh Mee,RM 9.00,(Dinner),I may stop writing about stuff if there's nothing note-worthy.,"2024/January/2024, January, image 32.png"
24 Jan 2024 (Wednesday),Roti Canai,HTC,RM 1.50,(Breakfast),Huh it's 1.50 now.,"2024/January/2024, January, image 33.png"
24 Jan 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),Driver for the meal.,"2024/January/2024, January, image 34.png"
24 Jan 2024 (Wednesday),FD 22,Burger King,RM 8.90,(Dinner),BK Chick'N Crisp® + Onion Rings + Coke.,"2024/January/2024, January, image 35.png"
25 Jan 2024 (Thursday),Julie's Peanut Butter Sandwich Biscuits,No restaurant name,RM 8.95,(Breakfast),"Walked 30 minutes under the sun to get a 75 sen discount, real.
<small>It was 50 cents cheaper 4 months ago wtf.</small>","2024/January/2024, January, image 36.png"
25 Jan 2024 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.10,(Lunch),"Odd, a 10 sen. Is it because it was originally 9 but discounted by 10% instead of -1?

          Driver for the meal again.","2024/January/2024, January, image 37.png"
25 Jan 2024 (Thursday),Nasi Goreng Pattaya,Famous Bistro Cafe,RM 9.00,(Dinner),"Ratio wise, egg is more than rice. What if I order extra rice?","2024/January/2024, January, image 38.png"
26 Jan 2024 (Friday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.50,(Lunch),"Where did the 50 sen come from.

          5 days in a row!","2024/January/2024, January, image 39.png"
